帖子主页,发帖时间,回复人次,转发次数,点赞次数,展示次数,当前帖子内容,转发帖子的用户id,转发帖子的用户
https://x.com/wangzhian8848/status/2003662464131694696,2025-12-24T03:02:12.000Z,74,15,326,135K,后来禁止到北京上访，流浪，乞讨，北京也开始清理低端人口，看起来是少了，但这些人并没有消失。当年徐纯合一家就是想去北京乞讨，因为北京乞讨收入高，带着孩子。后在在火车站和警察发生冲突，被击毙了。,@wanghaodepubg,传奇耐摔王牢大
https://x.com/wangzhian8848/status/2003660627274084540,2025-12-24T02:54:54.000Z,247,19,295,122K,流落街头的多了去了，你看不到而已。20年前，我还给北京某公益小组捐过钱，他们统计在天安门周边一公里范围，无家可归的就有i几百人。晚上睡在过道，取暖管道井里。,@ran_zai99454,王再冉
https://x.com/wangzhian8848/status/2003656383854706910,2025-12-24T02:38:02.000Z,275,34,1K,349K,中国有没有斩杀线，太多了，也更残酷。只是中国媒体不让充分报道，你看不到那些苦难而已。,,
https://x.com/wangzhian8848/status/2003648434214174934,2025-12-24T02:06:27.000Z,158,32,655,262K,其实哪个国家都有斩杀线，比如日本，基本上不会给人改正错误的机会。一旦因为某个小事儿被解雇，或者被处罚，立即跌落社会最底层，而且永远没有翻身的机会。就只能做做那种停车场旁指挥交通的工作。收入低，没有存在感，没有保障，甚至也没有社保，都是小时工。,,
https://x.com/wangzhian8848/status/2003610557614854303,2025-12-23T23:35:56.000Z,126,11,253,166K,中国版猎鹰九号，长征12号甲首发失败，卫星入轨，一级火箭回收没能成功。,,
https://x.com/wangzhian8848/status/2003471537731698976,2025-12-23T14:23:31.000Z,61,6,212,192K,"有没有长沙的外卖骑手，小区业主，了解昨天现场冲突内情的，可以给王局私信，或者给我们发邮件。

邮件地址：

wangjuBGSH@gmail.com

感谢感谢！",,
https://x.com/wangzhian8848/status/2003444709591777689,2025-12-23T12:36:55.000Z,27,4,43,89K,《江南春》疑云（续）｜徐湖平｜文物总店｜监守自盗｜庞叔令｜艺兰斋｜郑振铎｜陆挺｜杨仁恺｜王局拍案 20251223 https://youtu.be/EX25fP6JExU?si=jJf-jGkxotYL6bVa… 来自 @YouTube,,
https://x.com/wangzhian8848/status/2003419568820408780,2025-12-23T10:57:01.000Z,333,16,216,323K,海南封关是不是会对新加坡构成颠覆性威胁？,,
https://x.com/wangzhian8848/status/2003418703325724702,2025-12-23T10:53:35.000Z,57,4,113,68K,中国可以先把格陵兰岛买下来，然后坐等美国和中国谈判。今后世界的格局就是买买买，卖卖卖，主权。,,
https://x.com/wangzhian8848/status/2003414016987897964,2025-12-23T10:34:57.000Z,121,6,317,111K,日本人圣诞节吃肯德基，为了保证能吃上，要提前几个月预定。前年我入乡随俗，提前预订了肯德基，真难吃。今年再也不随俗了。,,
https://x.com/wangzhian8848/status/2003413384461713514,2025-12-23T10:32:27.000Z,40,1,99,86K,习近平可以拿台湾和美国换格陵兰,@zaobaosg,联合早报 Lianhe Zaobao
https://x.com/wangzhian8848/status/2003410464714391688,2025-12-23T10:20:51.000Z,131,6,228,393K,斩杀线咋回事儿？,,
https://x.com/wangzhian8848/status/2003366135530696732,2025-12-23T07:24:42.000Z,181,17,347,111K,"其实现在当资本家挺容易的，那些说资本家剥削工人的不妨试试看，花几万块开个咖啡店，奶茶店，或者拉面店，看看自己剥削人爽不爽？

理论这东西经不经得起检验，就看现实中人用脚选择投票。如果大家都不想当资本家，这个剥削理论就是扯淡的。",,
https://x.com/wangzhian8848/status/2003364030048834039,2025-12-23T07:16:20.000Z,26,2,47,85K,吃不起。,@pingzhang632,张平
https://x.com/wangzhian8848/status/2003346125810725320,2025-12-23T06:05:11.000Z,20,4,75,88K,国家和江苏省同步成立调查组，核查江南春事件。,,
https://x.com/wangzhian8848/status/2003098166670012796,2025-12-22T13:39:53.000Z,41,7,141,248K,今晚话题：《江南春》疑云 ｜南京博物院｜仇英｜嘉德拍卖行｜苏州片｜庞莱臣｜艺兰斋｜王局拍案 20251222 https://youtu.be/ZpDP8pcPUV8?si=O46wanzR5UQga2R3… 来自 @YouTube,,
https://x.com/wangzhian8848/status/2003341547614654927,2025-12-23T05:46:59.000Z,35,12,173,73K,正义战胜邪恶。,@Charleshvgo,虞超
https://x.com/wangzhian8848/status/2003093470437900402,2025-12-22T13:21:13.000Z,293,29,949,436K,王局当大外宣铁证自曝！,,
https://x.com/wangzhian8848/status/2003083384852262949,2025-12-22T12:41:09.000Z,51,5,616,162K,祝贺！,@Alex8282019,二爷Alex
https://x.com/wangzhian8848/status/2003083151212720579,2025-12-22T12:40:13.000Z,89,4,254,125K,YouTube今天宕机了，上传的视频一直不处理。是不是李大师给谷歌发功了？,,
https://x.com/wangzhian8848/status/2002930646466052169,2025-12-22T02:34:13.000Z,51,9,134,139K,纽约时报是王局媒体矩阵的一部分，得到了部分证实。,,
https://x.com/wangzhian8848/status/1915667389431390479,2025-04-25T07:21:11.000Z,271,132,1.3K,524K,王局媒体矩阵图,,
https://x.com/wangzhian8848/status/2002904065987227895,2025-12-22T00:48:36.000Z,385,25,578,297K,"东京都1400万人口，今年只出生了8万人，这还是年轻人扎堆儿的东京都。

我们现在日本的政客都不干正事儿，这才是危机存亡的大事儿。按照这个速度，再过二百年，日本列岛就没人了。别说钓鱼岛，整个日本没准都被中华民国占领了。",,
https://x.com/wangzhian8848/status/2002903179537895454,2025-12-22T00:45:04.000Z,330,4,139,249K,最近有啥新闻值得聊聊？,,
https://x.com/wangzhian8848/status/2002705189997105276,2025-12-21T11:38:20.000Z,105,29,530,180K,"国民党立法委员谢龙介，在立法院咨询国安局长和国防部长挺有意思的，谢问，日本首相说台湾有事儿就是日本有事儿，那我问你们，如果日本有事儿，台湾会不会有事儿？

两位当时就有点懵，知道这是个送命题。

两个人就开始打哈哈，要看什么事儿？谢说，就是高市早苗说的那个有事儿。",,
https://x.com/wangzhian8848/status/2002693544000323713,2025-12-21T10:52:03.000Z,99,11,197,98K,日本农林水产大臣铃木宪和12月19日称“为了防止米价暴跌有必要抑制大米生产”。铃木的言论在网络上引发强烈不满，大量日本网民抨击铃木为维护自己的政治利益让普通民众受苦。,,
https://x.com/wangzhian8848/status/2002598689844703340,2025-12-21T04:35:08.000Z,99,6,341,132K,日本社会记者地位虽然不高，但底线还是有的。听到首相团队准备动摇无核三原则，虽然政府提前打招呼说不可以报道，还是直接报道出来了。,,
https://x.com/wangzhian8848/status/2002595580988801396,2025-12-21T04:22:47.000Z,202,24,627,208K,客观说川普上任这一年挺努力的，效果也挺明显，在和中国对战中一败涂地，把美国也折腾的遍体鳞伤。,,
https://x.com/wangzhian8848/status/2002389236679684293,2025-12-20T14:42:51.000Z,100,5,258,132K,清德元年比较好。,@ZiXuan68227,玄清子
https://x.com/wangzhian8848/status/2002388962682552461,2025-12-20T14:41:45.000Z,22,5,106,103K,中华民国的法院靠谱.,@chengxiannew,乘现
https://x.com/wangzhian8848/status/2002381708042154354,2025-12-20T14:12:56.000Z,128,16,546,181K,"中国民国最近宪法宕机了，这套体系看起来挺美好，但是，在认同危机和政党撕裂下，已经演变成制度危机。看宪法法庭说，我们5个人开会，虽然没有到法定6人，但就差一个人，差不多。我不禁笑了起来。

哈哈，哈哈，哈哈，哈哈哈。",,
https://x.com/wangzhian8848/status/2002369286845968784,2025-12-20T13:23:34.000Z,141,14,230,150K,如果特朗普指导台湾和大陆谈判统一，赖清德会接受美国指导么？,,
https://x.com/wangzhian8848/status/2002188490575143017,2025-12-20T01:25:09.000Z,72,20,137,232K,局面访谈：《秦晖访谈录》上集—低人权是欺负劳工同时割老板韭菜｜局面专访20251219 https://youtu.be/E0MpsExDM4s?si=CXbjk3buHdM8wN6p… 来自 @YouTube,,
https://x.com/wangzhian8848/status/2002187560140017666,2025-12-20T01:21:27.000Z,46,2,122,160K,王局拍案的影响力这么大了？,@Gongsir119,八月十五殺共匪
https://x.com/wangzhian8848/status/2002165551574245459,2025-12-19T23:54:00.000Z,81,18,340,162K,最新消息，美国国土安全部已经放弃将关恒驱逐到乌干达的计划。我估计他们是看了王局拍案的节目。,@wangzhian8848,王局志安
https://x.com/wangzhian8848/status/2001964673277809121,2025-12-19T10:35:47.000Z,130,40,789,158K,上联：民主专政；下联：在野独裁。横批：一中各表,,
https://x.com/wangzhian8848/status/2001961492804223484,2025-12-19T10:23:09.000Z,179,10,345,102K,周末了，吃点好的。,,
https://x.com/wangzhian8848/status/2001915215710183700,2025-12-19T07:19:15.000Z,250,27,546,248K,工人的日子如果过得比资本家还舒服，那这个社会就完蛋了，最后一定是重新走回贫困。我看欧洲就差不多了。,,
https://x.com/wangzhian8848/status/2001913668246929724,2025-12-19T07:13:06.000Z,161,11,330,126K,"“都在说不卷，我无法想象，周六周日点不了外卖，外面到处都不营业，请不到钟点工的慌乱感，我们自己只是希望自己的岗位不卷，但是又享受着别人岗位卷带来的便利”。

每个月我有三十天都不想上班，还想过上水清沙白，海风耶耶的生活。最好不干活也给我特朗普的工资。

这就是人性！",,
https://x.com/wangzhian8848/status/2001834287528870261,2025-12-19T01:57:41.000Z,79,22,202,156K,预告：《秦晖访谈录》上集—低人权是欺负劳工同时割老板韭菜｜局面专访预告20251219 https://youtu.be/kHlgmD6j9j0?si=Vq60iUDLDHl0wsqb… 来自 @YouTube,,
https://x.com/wangzhian8848/status/2001801854204940545,2025-12-18T23:48:48.000Z,548,26,351,347K,你认为哪个人治国理政水平更高？,,
https://x.com/wangzhian8848/status/2001800569456071110,2025-12-18T23:43:42.000Z,25,10,70,92K,好消息！,@Charleshvgo,虞超
https://x.com/wangzhian8848/status/2001628062434439182,2025-12-18T12:18:13.000Z,34,8,69,138K,今晚话题：拼多多硬刚市监局，中国大厂为何敢和官员打群架？｜肢体冲突｜高管天团｜官员下海｜王局拍案 20251218 https://youtu.be/v8wHxhPeeHc?si=IbRLFb288Dq9Qq7V… 来自 @YouTube,,
https://x.com/wangzhian8848/status/2001616602777948538,2025-12-18T11:32:40.000Z,746,97,1.3K,548K,"中国游客和台湾游客在羽田机场发生冲突，警察来后台湾人用日语介绍情况，中国游客大喊，说人话，不要说狗语。

这种中国游客，我们日本不欢迎。",,
https://x.com/wangzhian8848/status/2001587129445687575,2025-12-18T09:35:34.000Z,252,2,105,199K,最近有啥新闻值得聊聊？,,
https://x.com/wangzhian8848/status/2001263119587533186,2025-12-17T12:08:04.000Z,114,12,119,414K,今晚话题：拍摄新疆集中营的关恒，美国ICE要将他驱逐到乌干达 ｜政治避难｜走线｜偷渡｜BUZZFEED｜王局拍案 20251217 https://youtu.be/xxmvjcRghko?si=jerKR50uJvvNBLI7… 来自 @YouTube,,
https://x.com/wangzhian8848/status/2001183456160878821,2025-12-17T06:51:30.000Z,132,2,148,127K,日本明年米价会暴跌，今年库存大大增加。,,
https://x.com/wangzhian8848/status/2001165304110739729,2025-12-17T05:39:23.000Z,127,11,294,172K,好消息，中共给外卖骑手办大学了。,,
https://x.com/wangzhian8848/status/2000834995846607141,2025-12-16T07:46:51.000Z,76,7,183,138K,去别的国家叫旅游，去俄罗斯叫探险。,@wangjupaian,王局拍案
https://x.com/wangzhian8848/status/2000832798740111804,2025-12-16T07:38:07.000Z,96,7,164,188K,欧洲再不改革，有重新沦为发展中国家的可能。,@mranti,Michael Anti
https://x.com/wangzhian8848/status/2000832232119001570,2025-12-16T07:35:52.000Z,33,2,111,113K,高虹安案翻盘，一审贪污罪被取消，只剩下伪造文书罪6个月，并可易科罚金，不用坐牢了。,,
https://x.com/wangzhian8848/status/2000578503478247571,2025-12-15T14:47:38.000Z,113,5,187,226K,赖清德要是在抖音开直播，一天能斗内上千万。没准他都能立马变成统一派。,@wangjupaian,王局拍案
https://x.com/wangzhian8848/status/2000559412805882369,2025-12-15T13:31:47.000Z,618,36,254,327K,为啥拉眼角装丹凤眼算歧视？我有点没跟上节奏。比如我说德国老雷吃饭，比划一个大鼻子，算歧视么？,,
https://x.com/wangzhian8848/status/2000554318035112043,2025-12-15T13:11:32.000Z,49,2,82,215K,那個芬蘭小姐是咋回事兒？,,
https://x.com/wangzhian8848/status/2000546325579059407,2025-12-15T12:39:47.000Z,20,3,66,118K,今晚話題：农民买俄院士骗进江苏科大，为何要靠学生打假揭穿？｜首席科学家｜俄罗斯工程院院士｜郭伟｜耿同学讲故事｜王局拍案 20251204 https://youtu.be/18zEv9kQ0nU?si=SUwGpgXIDIw8ZEVU… 来自 @YouTube,,
https://x.com/wangzhian8848/status/2000523907036479634,2025-12-15T11:10:42.000Z,112,4,155,165K,东北人确实爱吹牛，这不算歧视吧。,@liuxingyuhuaguo,feng
https://x.com/wangzhian8848/status/2000522363822358757,2025-12-15T11:04:34.000Z,132,5,146,155K,在我们东京人看来，大阪不算日本。,@VMVeronica1916,VeronicaMao
https://x.com/wangzhian8848/status/2000521772027040064,2025-12-15T11:02:13.000Z,20,2,49,114K,王书金当年在案发地打工，警方搜查周边时去过他们工地，后来尸体被发现，地点距离他打工地几百米。当时尸体是被群众发现的，现场很多人围观。至于细节，王书金的供词里大量对不上。,@HD1039,盛则圣君名相，衰则匹夫有责
https://x.com/wangzhian8848/status/2000494975486759075,2025-12-15T09:15:44.000Z,65,2,95,103K,没有就没有，这一看就是好事儿啊。,@rijingzhongwen,日經中文網
https://x.com/wangzhian8848/status/2000492983087734981,2025-12-15T09:07:49.000Z,50,4,47,160K,聂树斌案我的观点是原审没什么问题，王书金只是为了多活几天冒凶。,@xiojn1848,小津
https://x.com/wangzhian8848/status/2000492648994689493,2025-12-15T09:06:29.000Z,39,3,141,105K,清算是应该的，但扣帽子说什么反革命罪，颠覆政府罪，就比较搞笑了。,@wk5695,wk5695
https://x.com/wangzhian8848/status/2000485646864200141,2025-12-15T08:38:40.000Z,152,44,1K,410K,"这两天看王洪文的资料，看了档案审判四人帮的庭审资料，感觉就像个笑话。那些罪名根本就是罗织的，虽然名义上是审判，实际上是胜利者对失败者的嘲讽和批斗会。其实，徐勤先的庭审资料，就算没有当时的背景，拿到现在看，也都是笑话。

这就是历史吧。",,
